City,State,station_count,total_ports,city_state
Aransas Pass,TX,2,6,"Aransas Pass, TX"
Oscoda,MI,2,4,"Oscoda, MI"
Mount Vernon,NY,2,4,"Mount Vernon, NY"
Sand Springs,OK,2,20,"Sand Springs, OK"
Mount Vernon,IN,2,6,"Mount Vernon, IN"
Polson,MT,2,3,"Polson, MT"
Mount Vernon,IL,2,8,"Mount Vernon, IL"
Mount Vernon,IA,2,6,"Mount Vernon, IA"
Brooklawn,NJ,2,2,"Brooklawn, NJ"
Saint Davids,PA,2,4,"Saint Davids, PA"
Arbutus,MD,2,24,"Arbutus, MD"
Mountain Top,PA,2,2,"Mountain Top, PA"
Whately,MA,2,4,"Whately, MA"
Point Of Rocks,MD,2,4,"Point Of Rocks, MD"
Archbold,OH,2,3,"Archbold, OH"
Pocahontas,AR,2,3,"Pocahontas, AR"
Ottumwa,IA,2,2,"Ottumwa, IA"
Mt Prospect,IL,2,8,"Mt Prospect, IL"
Pocola,OK,2,4,"Pocola, OK"
Brook Park,OH,2,3,"Brook Park, OH"
Pocomoke City,MD,2,6,"Pocomoke City, MD"
Rockaway Park,NY,2,9,"Rockaway Park, NY"
Point Arena,CA,2,7,"Point Arena, CA"
Sedalia,CO,2,2,"Sedalia, CO"
Point Clear,AL,2,4,"Point Clear, AL"
Woodward,OK,2,14,"Woodward, OK"
Wheaton,IL,2,6,"Wheaton, IL"
Brookfield,CT,2,10,"Brookfield, CT"
Ottawa Lake,MI,2,5,"Ottawa Lake, MI"
Wheatland,WY,2,12,"Wheatland, WY"
Seekonk,MA,2,10,"Seekonk, MA"
Aquinnah,MA,2,4,"Aquinnah, MA"
Pomona,NJ,2,4,"Pomona, NJ"
Blue Ash,OH,2,12,"Blue Ash, OH"
Motley,MN,2,5,"Motley, MN"
Moss Point,MS,2,6,"Moss Point, MS"
Port Austin,MI,2,4,"Port Austin, MI"
San Tan Valley,AZ,2,4,"San Tan Valley, AZ"
Saint George,ME,2,4,"Saint George, ME"
Seneca,KS,2,5,"Seneca, KS"
Oroville,WA,2,5,"Oroville, WA"
Mosca,CO,2,4,"Mosca, CO"
North Olmsted,OH,2,8,"North Olmsted, OH"
Port Deposit,MD,2,23,"Port Deposit, MD"
Morton,MN,2,8,"Morton, MN"
North Plainfield,NJ,2,2,"North Plainfield, NJ"
Morro Bay,CA,2,4,"Morro Bay, CA"
Anoka,MN,2,4,"Anoka, MN"
North Plains,OR,2,3,"North Plains, OR"
Morrisville,NY,2,4,"Morrisville, NY"
Browning,MT,2,8,"Browning, MT"
Port Ludlow,WA,2,12,"Port Ludlow, WA"
Antioch,IL,2,4,"Antioch, IL"
Seminole,FL,2,9,"Seminole, FL"
Woolwich Township,NJ,2,14,"Woolwich Township, NJ"
Brookville,OH,2,6,"Brookville, OH"
Pompton Lakes,NJ,2,16,"Pompton Lakes, NJ"
Blackfoot,ID,2,11,"Blackfoot, ID"
Rock Island,IL,2,6,"Rock Island, IL"
Williamsburg,OH,2,6,"Williamsburg, OH"
Ponderay,ID,2,3,"Ponderay, ID"
Ponte Vedra,FL,2,17,"Ponte Vedra, FL"
Selden,NY,2,3,"Selden, NY"
Selinsgrove,PA,2,20,"Selinsgrove, PA"
Sanborn,NY,2,4,"Sanborn, NY"
Newfane,VT,2,4,"Newfane, VT"
Brooklyn,OH,2,10,"Brooklyn, OH"
San Ysidro,CA,2,7,"San Ysidro, CA"
Brooklyn Park,MD,2,10,"Brooklyn Park, MD"
Pontotoc,MS,2,2,"Pontotoc, MS"
Apalachicola,FL,2,6,"Apalachicola, FL"
Brooks,CA,2,9,"Brooks, CA"
Mount Airy,NC,2,3,"Mount Airy, NC"
Broad Run,VA,2,2,"Broad Run, VA"
Saint Albans,WV,2,6,"Saint Albans, WV"
Plymouth,WI,2,2,"Plymouth, WI"
Pittsville,MD,2,8,"Pittsville, MD"
Rocky Mount,VA,2,3,"Rocky Mount, VA"
Pacific Beach,WA,2,9,"Pacific Beach, WA"
Scottsville,KY,2,2,"Scottsville, KY"
N Las Vegas,NV,2,26,"N Las Vegas, NV"
Ashland,WI,2,8,"Ashland, WI"
Myrtle Creek,OR,2,10,"Myrtle Creek, OR"
Pace,FL,2,8,"Pace, FL"
Bridgeview,IL,2,6,"Bridgeview, IL"
Ashland,OH,2,14,"Ashland, OH"
Myerstown,PA,2,4,"Myerstown, PA"
Saddle Brook,NJ,2,12,"Saddle Brook, NJ"
Sanford,MI,2,3,"Sanford, MI"
Bridgeville,DE,2,4,"Bridgeville, DE"
Blanding,UT,2,12,"Blanding, UT"
Ashburnham,MA,2,4,"Ashburnham, MA"
Ozark,AR,2,10,"Ozark, AR"
Bridgewater Township,NJ,2,4,"Bridgewater Township, NJ"
Ashton,ID,2,8,"Ashton, ID"
Blossvale,NY,2,4,"Blossvale, NY"
Bristow,OK,2,8,"Bristow, OK"
Pittsfield,ME,2,3,"Pittsfield, ME"
Brewerton,NY,2,10,"Brewerton, NY"
Pinetop-lakeside,AZ,2,4,"Pinetop-lakeside, AZ"
Brewster,MA,2,7,"Brewster, MA"
Bayfield,CO,2,4,"Bayfield, CO"
North Augusta,SC,2,10,"North Augusta, SC"
Oakland,FL,2,3,"Oakland, FL"
Brick,NJ,2,5,"Brick, NJ"
Pipestone,MN,2,3,"Pipestone, MN"
Piqua,OH,2,4,"Piqua, OH"
North Babylon,NY,2,13,"North Babylon, NY"
Athens,NY,2,4,"Athens, NY"
Pacific City,OR,2,8,"Pacific City, OR"
Bridgehampton,NY,2,6,"Bridgehampton, NY"
Atchison,KS,2,4,"Atchison, KS"
Woodbury,NJ,2,7,"Woodbury, NJ"
Sanibel,FL,2,4,"Sanibel, FL"
North Bend,NE,2,3,"North Bend, NE"
Murrells Inlet,SC,2,4,"Murrells Inlet, SC"
Brighton,MA,2,4,"Brighton, MA"
Murray,KY,2,5,"Murray, KY"
Rockville,IN,2,4,"Rockville, IN"
Seaford,NY,2,8,"Seaford, NY"
Mt. Pocono,PA,2,14,"Mt. Pocono, PA"
Rockleigh,NJ,2,12,"Rockleigh, NJ"
Arlington,VT,2,4,"Arlington, VT"
Rockland,MA,2,6,"Rockland, MA"
Mt. Kisco,NY,2,16,"Mt. Kisco, NY"
Arkville,NY,2,3,"Arkville, NY"
Sealy,TX,2,18,"Sealy, TX"
Woodstock,NY,2,4,"Woodstock, NY"
Rockingham,NC,2,14,"Rockingham, NC"
Searcy,AR,2,3,"Searcy, AR"
Sandusky,MI,2,6,"Sandusky, MI"
Bean Station,TN,2,2,"Bean Station, TN"
Blackwood,NJ,2,22,"Blackwood, NJ"
North Edwards,CA,2,4,"North Edwards, CA"
Arcola,IL,2,4,"Arcola, IL"
Mt. Dora,FL,2,9,"Mt. Dora, FL"
North Chesterfield,VA,2,4,"North Chesterfield, VA"
Playa Del Rey,CA,2,4,"Playa Del Rey, CA"
Oxford,CT,2,4,"Oxford, CT"
Windsor,VT,2,4,"Windsor, VT"
Plainview,TX,2,12,"Plainview, TX"
Oyster Bay,NY,2,4,"Oyster Bay, NY"
Murphy,TX,2,12,"Murphy, TX"
Bayside,NY,2,2,"Bayside, NY"
Plainwell,MI,2,3,"Plainwell, MI"
Oxford,NC,2,16,"Oxford, NC"
Blakeslee,PA,2,16,"Blakeslee, PA"
Plano,IL,2,8,"Plano, IL"
Mt. Vernon,IA,2,4,"Mt. Vernon, IA"
Sea Ranch,CA,2,4,"Sea Ranch, CA"
Williams Bay,WI,2,4,"Williams Bay, WI"
Arundel,ME,2,6,"Arundel, ME"
Platte City,MO,2,3,"Platte City, MO"
Platteville,CO,2,4,"Platteville, CO"
Mt. Vernon,NY,2,8,"Mt. Vernon, NY"
Arnold,CA,2,9,"Arnold, CA"
Pipestem,WV,2,9,"Pipestem, WV"
Hartsville,SC,2,5,"Hartsville, SC"
Summerville,GA,2,2,"Summerville, GA"
Utica,MI,2,5,"Utica, MI"
Lampasas,TX,2,5,"Lampasas, TX"
Lamoni,IA,2,13,"Lamoni, IA"
Lambertville,NJ,2,2,"Lambertville, NJ"
Detroit,OR,2,8,"Detroit, OR"
Springfield,TN,2,2,"Springfield, TN"
Elizabethtown,NY,2,4,"Elizabethtown, NY"
Elizabethtown,NC,2,4,"Elizabethtown, NC"
Coolin,ID,2,4,"Coolin, ID"
Lakeway,TX,2,5,"Lakeway, TX"
Coopersville,MI,2,6,"Coopersville, MI"
Stockton,NJ,2,5,"Stockton, NJ"
Lakeville,CT,2,13,"Lakeville, CT"
Waverly,IA,2,4,"Waverly, IA"
Lakeside,MT,2,4,"Lakeside, MT"
Washington,VA,2,5,"Washington, VA"
Elizabeth,IL,2,4,"Elizabeth, IL"
Lakeland,GA,2,2,"Lakeland, GA"
Elgin,TX,2,4,"Elgin, TX"
Greenville,MS,2,2,"Greenville, MS"
Lakehead,CA,2,3,"Lakehead, CA"
Lake Zurich,IL,2,6,"Lake Zurich, IL"
Lake Wales,FL,2,8,"Lake Wales, FL"
Springville,UT,2,10,"Springville, UT"
Vadnais Heights,MN,2,8,"Vadnais Heights, MN"
Lanai City,HI,2,7,"Lanai City, HI"
Cook,MN,2,7,"Cook, MN"
Conway,NH,2,4,"Conway, NH"
Greenport,NY,2,3,"Greenport, NY"
Elkhorn,NE,2,3,"Elkhorn, NE"
Eagle Lake,TX,2,4,"Eagle Lake, TX"
Urbana,OH,2,2,"Urbana, OH"
Spring Valley,MN,2,6,"Spring Valley, MN"
Commerce Twp,MI,2,4,"Commerce Twp, MI"
Comstock Park,MI,2,5,"Comstock Park, MI"
Duncan,OK,2,2,"Duncan, OK"
Concan,TX,2,3,"Concan, TX"
Concord,VT,2,2,"Concord, VT"
Dewitt,MI,2,3,"Dewitt, MI"
Water Mill,NY,2,10,"Water Mill, NY"
Elk Rapids,MI,2,6,"Elk Rapids, MI"
Sunriver,OR,2,8,"Sunriver, OR"
Lanesboro,MN,2,4,"Lanesboro, MN"
Watchung,NJ,2,7,"Watchung, NJ"
Landover Hills,MD,2,4,"Landover Hills, MD"
Elk City,OK,2,9,"Elk City, OK"
Templeton,MA,2,10,"Templeton, MA"
Springfield,MN,2,4,"Springfield, MN"
Lancaster,TX,2,6,"Lancaster, TX"
Lancaster,SC,2,3,"Lancaster, SC"
Elk,CA,2,3,"Elk, CA"
Hyde Park,UT,2,2,"Hyde Park, UT"
Des Peres,MO,2,5,"Des Peres, MO"
Imlay City,MI,2,6,"Imlay City, MI"
Valatie,NY,2,4,"Valatie, NY"
Hendersonville,TN,2,8,"Hendersonville, TN"
Corinth,TX,2,7,"Corinth, TX"
Cornelius,NC,2,2,"Cornelius, NC"
Lake Bluff,IL,2,4,"Lake Bluff, IL"
Independence,OH,2,8,"Independence, OH"
Grosse Pointe,MI,2,6,"Grosse Pointe, MI"
Lake Ariel,PA,2,8,"Lake Ariel, PA"
Eagleville,PA,2,3,"Eagleville, PA"
Grosse Pointe Farms,MI,2,4,"Grosse Pointe Farms, MI"
Grosse Pointe Park,MI,2,4,"Grosse Pointe Park, MI"
Cornwall,NY,2,6,"Cornwall, NY"
El Granada,CA,2,3,"El Granada, CA"
Wadsworth,OH,2,5,"Wadsworth, OH"
Lafayette,TN,2,2,"Lafayette, TN"
Early,TX,2,3,"Early, TX"
St Johnsbury,VT,2,12,"St Johnsbury, VT"
Indian Head,MD,2,4,"Indian Head, MD"
Ladson,SC,2,2,"Ladson, SC"
Cottage Grove,MN,2,4,"Cottage Grove, MN"
Cottage Grove,OR,2,4,"Cottage Grove, OR"
Cottage Grove,WI,2,4,"Cottage Grove, WI"
Cottekill,NY,2,4,"Cottekill, NY"
Cottondale,AL,2,9,"Cottondale, AL"
El Campo,TX,2,8,"El Campo, TX"
El Jebel,CO,2,3,"El Jebel, CO"
Eagleville,MO,2,4,"Eagleville, MO"
Lake Ridge,VA,2,4,"Lake Ridge, VA"
Griffin,GA,2,6,"Griffin, GA"
Coppell,TX,2,10,"Coppell, TX"
Elberton,GA,2,3,"Elberton, GA"
Lake Park,GA,2,20,"Lake Park, GA"
Lake Park,FL,2,2,"Lake Park, FL"
Inchelium,WA,2,4,"Inchelium, WA"
Sunset Valley,TX,2,8,"Sunset Valley, TX"
Greenwood,MS,2,2,"Greenwood, MS"
Washington,NJ,2,4,"Washington, NJ"
Elbe,WA,2,2,"Elbe, WA"
Lake Luzerne,NY,2,4,"Lake Luzerne, NY"
El Portal,CA,2,10,"El Portal, CA"
Lake Havasu City,AZ,2,10,"Lake Havasu City, AZ"
Lake Harmony,PA,2,4,"Lake Harmony, PA"
Coraopolis,PA,2,6,"Coraopolis, PA"
Lake Grove,NY,2,12,"Lake Grove, NY"
Eagle Rock,CA,2,2,"Eagle Rock, CA"
Versailles,OH,2,2,"Versailles, OH"
El Mirage,AZ,2,4,"El Mirage, AZ"
Wadena,MN,2,4,"Wadena, MN"
Cordova,AK,2,4,"Cordova, AK"
Washington,MI,2,2,"Washington, MI"
St Francisville,LA,2,4,"St Francisville, LA"
Lake City,MN,2,8,"Lake City, MN"
Largo,MD,2,15,"Largo, MD"
Comfort,TX,2,4,"Comfort, TX"
Comanche,TX,2,5,"Comanche, TX"
Waupaca,WI,2,3,"Waupaca, WI"
Lexington,TN,2,4,"Lexington, TN"
Thedford,NE,2,2,"Thedford, NE"
Clintonville,WI,2,4,"Clintonville, WI"
Wauconda,IL,2,6,"Wauconda, IL"
Graeagle,CA,2,4,"Graeagle, CA"
Clute,TX,2,2,"Clute, TX"
Lewisville,NC,2,4,"Lewisville, NC"
Clyde,NY,2,4,"Clyde, NY"
Grafton,VT,2,3,"Grafton, VT"
Clyde,TX,2,24,"Clyde, TX"
Coachella,CA,2,3,"Coachella, CA"
Grafton,WV,2,2,"Grafton, WV"
The Sea Ranch,CA,2,4,"The Sea Ranch, CA"
Lewis,NY,2,6,"Lewis, NY"
Granby,CT,2,6,"Granby, CT"
Dwight,IL,2,10,"Dwight, IL"
Huntingdon,PA,2,4,"Huntingdon, PA"
Leoma,TN,2,2,"Leoma, TN"
Waterville Valley,NH,2,4,"Waterville Valley, NH"
Coffee Creek,CA,2,2,"Coffee Creek, CA"
Grand Rivers,KY,2,4,"Grand Rivers, KY"
Lemoyne,PA,2,5,"Lemoyne, PA"
Colby,WI,2,4,"Colby, WI"
Leyden,MA,2,4,"Leyden, MA"
Sparta,WI,2,4,"Sparta, WI"
Leitchfield,KY,2,4,"Leitchfield, KY"
Government Camp,OR,2,8,"Government Camp, OR"
Spanish Fort,AL,2,3,"Spanish Fort, AL"
Hesperus,CO,2,4,"Hesperus, CO"
Clermont,KY,2,8,"Clermont, KY"
District Heights,MD,2,12,"District Heights, MD"
Wautoma,WI,2,4,"Wautoma, WI"
Thief River Falls,MN,2,6,"Thief River Falls, MN"
Sparkill,NY,2,8,"Sparkill, NY"
Lincoln,IL,2,7,"Lincoln, IL"
Hummelstown,PA,2,5,"Hummelstown, PA"
Uniondale,NY,2,4,"Uniondale, NY"
Clifton Forge,VA,2,3,"Clifton Forge, VA"
Englewood Cliffs,NJ,2,6,"Englewood Cliffs, NJ"
Limerick,PA,2,3,"Limerick, PA"
Lima,NY,2,8,"Lima, NY"
Dinuba,CA,2,4,"Dinuba, CA"
Hunter,NY,2,4,"Hunter, NY"
Sparta,KY,2,4,"Sparta, KY"
Ligonier,PA,2,3,"Ligonier, PA"
Dinosaur,CO,2,2,"Dinosaur, CO"
Clinton,IA,2,3,"Clinton, IA"
Waupun,WI,2,4,"Waupun, WI"
Clinton,MD,2,6,"Clinton, MD"
Sparta,NJ,2,4,"Sparta, NJ"
Voluntown,CT,2,4,"Voluntown, CT"
Leicester,MA,2,4,"Leicester, MA"
Lasalle,IL,2,6,"Lasalle, IL"
Upper Sandusky,OH,2,13,"Upper Sandusky, OH"
Grawn,MI,2,3,"Grawn, MI"
Ellisville,MO,2,7,"Ellisville, MO"
Gray,ME,2,4,"Gray, ME"
Dickinson,TX,2,8,"Dickinson, TX"
Columbia,NJ,2,10,"Columbia, NJ"
Lawndale,CA,2,10,"Lawndale, CA"
Hernandez,NM,2,2,"Hernandez, NM"
Ellenwood,GA,2,10,"Ellenwood, GA"
Grayson,KY,2,4,"Grayson, KY"
Great Bend,KS,2,4,"Great Bend, KS"
Ellenton,FL,2,20,"Ellenton, FL"
Spring Hill,TN,2,2,"Spring Hill, TN"
Lauderhill,FL,2,4,"Lauderhill, FL"
Hermitage,PA,2,9,"Hermitage, PA"
Dfw Airport,TX,2,10,"Dfw Airport, TX"
Lauderdale-by-the-sea,FL,2,4,"Lauderdale-by-the-sea, FL"
Lauderdale Lakes,FL,2,6,"Lauderdale Lakes, FL"
Latrobe,PA,2,3,"Latrobe, PA"
Green Cove Springs,FL,2,11,"Green Cove Springs, FL"
Spring House,PA,2,4,"Spring House, PA"
Columbus,WI,2,6,"Columbus, WI"
Dexter,MO,2,3,"Dexter, MO"
Elkhorn,WI,2,3,"Elkhorn, WI"
Lawrence Ocl,KS,2,2,"Lawrence Ocl, KS"
Columbia,MS,2,5,"Columbia, MS"
Cold Spring,NY,2,6,"Cold Spring, NY"
Lawrenceville,NJ,2,5,"Lawrenceville, NJ"
Stony Point,NY,2,8,"Stony Point, NY"
Spiceland,IN,2,12,"Spiceland, IN"
Stony Creek,VA,2,11,"Stony Creek, VA"
Watersound,FL,2,6,"Watersound, FL"
Grandview,TX,2,4,"Grandview, TX"
Hertford,NC,2,3,"Hertford, NC"
Dillon,SC,2,42,"Dillon, SC"
Huntington Park,CA,2,18,"Huntington Park, CA"
Waters,MI,2,2,"Waters, MI"
Spicewood,TX,2,2,"Spicewood, TX"
Grangeville,ID,2,7,"Grangeville, ID"
Eloy,AZ,2,44,"Eloy, AZ"
Collinsville,IL,2,12,"Collinsville, IL"
Elon,NC,2,9,"Elon, NC"
Dickson City,PA,2,4,"Dickson City, PA"
Colmar,PA,2,4,"Colmar, PA"
Thackerville,OK,2,12,"Thackerville, OK"
Dyersville,IA,2,6,"Dyersville, IA"
Colmar Manor,MD,2,6,"Colmar Manor, MD"
Huntsville,UT,2,4,"Huntsville, UT"
Le Mars,IA,2,4,"Le Mars, IA"
Spooner,WI,2,3,"Spooner, WI"
Upper Lake,CA,2,10,"Upper Lake, CA"
Ehrenberg,AZ,2,32,"Ehrenberg, AZ"
Coudersport,PA,2,3,"Coudersport, PA"
Guin,AL,2,20,"Guin, AL"
Taft,CA,2,5,"Taft, CA"
Delhi,NY,2,4,"Delhi, NY"
Irwindale,CA,2,15,"Irwindale, CA"
Wamego,KS,2,4,"Wamego, KS"
Walton,KY,2,8,"Walton, KY"
Juno Beach,FL,2,6,"Juno Beach, FL"
Dannebrog,NE,2,3,"Dannebrog, NE"
Junction City,OR,2,7,"Junction City, OR"
Iselin,NJ,2,14,"Iselin, NJ"
Syracuse,NE,2,3,"Syracuse, NE"
Syosset,NY,2,14,"Syosset, NY"
Sterling,KS,2,4,"Sterling, KS"
Jourdanton,TX,2,5,"Jourdanton, TX"
Standish,ME,2,3,"Standish, ME"
Standish,MI,2,4,"Standish, MI"
Joppatowne,MD,2,10,"Joppatowne, MD"
Sylvania,OH,2,4,"Sylvania, OH"
Jonesville,NC,2,4,"Jonesville, NC"
Jonestown,PA,2,4,"Jonestown, PA"
Dardanelle,AR,2,6,"Dardanelle, AR"
Darien,GA,2,4,"Darien, GA"
Darien,IL,2,14,"Darien, IL"
Walsenburg,CO,2,5,"Walsenburg, CO"
Johnstown,CO,2,18,"Johnstown, CO"
Dalton,OH,2,6,"Dalton, OH"
Stafford,CT,2,2,"Stafford, CT"
Dateland,AZ,2,44,"Dateland, AZ"
Kalkaska,MI,2,2,"Kalkaska, MI"
Hannibal,MO,2,14,"Hannibal, MO"
Eastampton Township,NJ,2,6,"Eastampton Township, NJ"
Keedysville,MD,2,4,"Keedysville, MD"
Cumberland Center,ME,2,2,"Cumberland Center, ME"
Kearns,UT,2,4,"Kearns, UT"
Cusick,WA,2,15,"Cusick, WA"
St. Pete Beach,FL,2,4,"St. Pete Beach, FL"
Healy,AK,2,8,"Healy, AK"
Kawkawlin,MI,2,2,"Kawkawlin, MI"
Wapakoneta,OH,2,4,"Wapakoneta, OH"
Cuthbert,GA,2,2,"Cuthbert, GA"
St. Regis,MT,2,18,"St. Regis, MT"
St. Robert,MO,2,9,"St. Robert, MO"
St. Simons Island,GA,2,14,"St. Simons Island, GA"
Hazlet,NJ,2,14,"Hazlet, NJ"
St.paul,MN,2,4,"St.paul, MN"
East Tawas,MI,2,4,"East Tawas, MI"
Dagsboro,DE,2,5,"Dagsboro, DE"
Dalhart,TX,2,3,"Dalhart, TX"
Hanover Park,IL,2,12,"Hanover Park, IL"
Dellroy,OH,2,4,"Dellroy, OH"
Dallas,GA,2,4,"Dallas, GA"
Sterling,NY,2,4,"Sterling, NY"
Harpers Ferry,WV,2,5,"Harpers Ferry, WV"
Walnut Ridge,AR,2,4,"Walnut Ridge, AR"
Irmo,SC,2,5,"Irmo, SC"
Jefferson,IA,2,4,"Jefferson, IA"
Jay,VT,2,19,"Jay, VT"
Walland,TN,2,4,"Walland, TN"
Jackson,CA,2,9,"Jackson, CA"
Jasper,AR,2,4,"Jasper, AR"
Swartz Creek,MI,2,14,"Swartz Creek, MI"
Jackson,GA,2,10,"Jackson, GA"
Wallace,NC,2,9,"Wallace, NC"
Wall,SD,2,12,"Wall, SD"
Decatur,TX,2,14,"Decatur, TX"
Swanzey,NH,2,4,"Swanzey, NH"
Hawkinsville,GA,2,2,"Hawkinsville, GA"
Haw River,NC,2,4,"Haw River, NC"
Swainsboro,GA,2,2,"Swainsboro, GA"
Hatfield,PA,2,4,"Hatfield, PA"
Havertown,PA,2,4,"Havertown, PA"
Deer Park,IL,2,4,"Deer Park, IL"
Jamesport,NY,2,5,"Jamesport, NY"
Hatteras,NC,2,4,"Hatteras, NC"
Haubstadt,IN,2,12,"Haubstadt, IN"
Deer Park,WA,2,4,"Deer Park, WA"
Waldwick,NJ,2,2,"Waldwick, NJ"
Deer Trail,CO,2,2,"Deer Trail, CO"
Waldport,OR,2,8,"Waldport, OR"
East Grand Rapids,MI,2,4,"East Grand Rapids, MI"
Vermillion,SD,2,3,"Vermillion, SD"
Hazlehurst,GA,2,2,"Hazlehurst, GA"
Itasca,TX,2,4,"Itasca, TX"
Dawson,GA,2,2,"Dawson, GA"
Jesup,GA,2,6,"Jesup, GA"
Harrington,DE,2,10,"Harrington, DE"
Sterling,CT,2,4,"Sterling, CT"
Sylacauga,AL,2,2,"Sylacauga, AL"
Jersey Village,TX,2,3,"Jersey Village, TX"
Island Park,ID,2,4,"Island Park, ID"
Dayton,WA,2,5,"Dayton, WA"
Jerome,ID,2,6,"Jerome, ID"
Stanley,ID,2,2,"Stanley, ID"
Jennings,LA,2,3,"Jennings, LA"
East Orange,NJ,2,4,"East Orange, NJ"
Hazel Crest,IL,2,4,"Hazel Crest, IL"
Jenks,OK,2,14,"Jenks, OK"
Hazard,KY,2,10,"Hazard, KY"
East Elmhurst,NY,2,2,"East Elmhurst, NY"
Haymarket,VA,2,12,"Haymarket, VA"
Sweetwater,TX,2,12,"Sweetwater, TX"
Hawthorne,NV,2,10,"Hawthorne, NV"
Walled Lake,MI,2,4,"Walled Lake, MI"
Hartle Ct,CA,2,3,"Hartle Ct, CA"
Jeffersontown,KY,2,6,"Jeffersontown, KY"
Hartsdale,NY,2,8,"Hartsdale, NY"
Eastchester,NY,2,6,"Eastchester, NY"
Waimea,HI,2,6,"Waimea, HI"
La Vale,MD,2,12,"La Vale, MD"
Kuttawa,KY,2,16,"Kuttawa, KY"
Kremmling,CO,2,10,"Kremmling, CO"
Warsaw,MO,2,4,"Warsaw, MO"
Kohala,HI,2,8,"Kohala, HI"
Hackettstown,NJ,2,9,"Hackettstown, NJ"
Knoxville,IA,2,6,"Knoxville, IA"
Knights Landing,CA,2,4,"Knights Landing, CA"
Waianae,HI,2,4,"Waianae, HI"
Cranberry Township,PA,2,16,"Cranberry Township, PA"
Cranbury,NJ,2,17,"Cranbury, NJ"
Kittanning,PA,2,3,"Kittanning, PA"
St Simons Island,GA,2,8,"St Simons Island, GA"
St. Albans,VT,2,5,"St. Albans, VT"
Edgewood,MD,2,9,"Edgewood, MD"
Halawa,HI,2,4,"Halawa, HI"
Cranford,NJ,2,13,"Cranford, NJ"
Kirkland,NY,2,4,"Kirkland, NY"
Surf City,NC,2,6,"Surf City, NC"
Hales Corners,WI,2,4,"Hales Corners, WI"
Denison,TX,2,10,"Denison, TX"
Easley,SC,2,5,"Easley, SC"
Kingwood,TX,2,6,"Kingwood, TX"
Halifax,NC,2,61,"Halifax, NC"
Kingston,WA,2,13,"Kingston, WA"
Earlysville,VA,2,4,"Earlysville, VA"
Kutztown,PA,2,12,"Kutztown, PA"
Kingston,PA,2,3,"Kingston, PA"
Hacienda Heights,CA,2,16,"Hacienda Heights, CA"
Edwards Air Force Base,CA,2,4,"Edwards Air Force Base, CA"
Superior,MT,2,6,"Superior, MT"
Gustine,CA,2,22,"Gustine, CA"
Coulee City,WA,2,9,"Coulee City, WA"
Guthrie,OK,2,16,"Guthrie, OK"
Gwynedd,PA,2,4,"Gwynedd, PA"
La Porte,TX,2,7,"La Porte, TX"
La Porte,IN,2,4,"La Porte, IN"
La Plata,MO,2,3,"La Plata, MO"
St Marys City,MD,2,3,"St Marys City, MD"
Coupeville,WA,2,4,"Coupeville, WA"
Wartburg,TN,2,3,"Wartburg, TN"
Indian Lake,NY,2,6,"Indian Lake, NY"
Covington,IN,2,4,"Covington, IN"
La Grange,TX,2,8,"La Grange, TX"
La Grange,NC,2,2,"La Grange, NC"
Covington,KY,2,4,"Covington, KY"
La Fayette,AL,2,2,"La Fayette, AL"
Covington,WA,2,7,"Covington, WA"
La Crescenta,CA,2,6,"La Crescenta, CA"
La Crescent,MN,2,3,"La Crescent, MN"
La Conner,WA,2,4,"La Conner, WA"
Warsaw,NC,2,14,"Warsaw, NC"
Kingston,RI,2,4,"Kingston, RI"
Crawfordville,FL,2,12,"Crawfordville, FL"
Ionia,MI,2,2,"Ionia, MI"
Van Horn,TX,2,16,"Van Horn, TX"
East Brookfield,MA,2,4,"East Brookfield, MA"
Kerhonkson,NY,2,3,"Kerhonkson, NY"
Kenwood,CA,2,3,"Kenwood, CA"
Kentwood,MI,2,5,"Kentwood, MI"
Crownsville,MD,2,8,"Crownsville, MD"
Eastport,MI,2,2,"Eastport, MI"
Stillwater,MN,2,4,"Stillwater, MN"
Heber Springs,AR,2,18,"Heber Springs, AR"
Hampstead,NC,2,4,"Hampstead, NC"
Eastpointe,MI,2,6,"Eastpointe, MI"
Cudahy,WI,2,12,"Cudahy, WI"
Hanalei,HI,2,4,"Hanalei, HI"
Kenmore,WA,2,8,"Kenmore, WA"
Stevensville,MI,2,14,"Stevensville, MI"
Kenly,NC,2,21,"Kenly, NC"
Kenedy,TX,2,14,"Kenedy, TX"
Vernon Township,NJ,2,4,"Vernon Township, NJ"
St. Joseph,MO,2,9,"St. Joseph, MO"
Culpeper,VA,2,4,"Culpeper, VA"
Kelso,WA,2,16,"Kelso, WA"
Kelseyville,CA,2,3,"Kelseyville, CA"
Vernon,TX,2,13,"Vernon, TX"
Hancock,MI,2,3,"Hancock, MI"
Croton-on-hudson,NY,2,4,"Croton-on-hudson, NY"
Cross Roads,TX,2,8,"Cross Roads, TX"
Ingraham,NY,2,4,"Ingraham, NY"
Kettle Falls,WA,2,4,"Kettle Falls, WA"
Kingston,MA,2,4,"Kingston, MA"
Crawfordville,GA,2,4,"Crawfordville, GA"
Kingsburg,CA,2,3,"Kingsburg, CA"
St. Charles,IL,2,9,"St. Charles, IL"
Crescent,OR,2,8,"Crescent, OR"
Cresco,IA,2,4,"Cresco, IA"
St. Clair Shores,MI,2,6,"St. Clair Shores, MI"
Kinderhook,NY,2,4,"Kinderhook, NY"
